Comment,User,User ID,Video Title,Video Link
Jadu gar,Dpxy,UCRFgZVXXx1B07WSiOw78fMA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Bhai bhagwan nik le ap to h !,Arpit Gupta,UCsseb-PvIr5Bo7l07G_VCMQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Marvel's explanation sir never forget this concept 👍,Gadugu Ganesh,UC-AjCzu6ANQkLUqEuD4-s4w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks a lot sir . Great Explanation .,Rajeshwar Paul Gaming,UCBhKNC7Q5rFQoN676fF5Ybw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
You need to improvement,it's_yakub,UCMd7M8QVzr1XtiKMsv1_qQA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
You explained in a very interesting way . Keep doing it . I want to offer my gratitude from Pakistan .,Umar Murad,UCYQZi6D4vkjgOPC4uSRGlOA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
thank you sir,Jelly fish,UCMgPbrfR2oCzrpqyMrjyX4w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
"smooth and clean , just awesome",Lahane Smit,UCsfThNRDYd1JTQ_lASu2BZw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Sab upar se ja raha h,SAMEER**MANSURI**KHANDWA,UC8Th2xoQ13d5hBVI2d2cANA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
🔥🔥🔥🔥🔥,Ananya Dubey,UCn79DcXUsdklLsz5QDZIeJQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
thank you,Cooking with Alia,UCmxnbJOGbD9BMZXqBsNvjLQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks a lot realy . helped a lot,Charu Vashisht1312,UCTkjw9qPfmJaEh5xKL0Wt5g,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Sir can you make a video on classification and regression techniques .,Aiman bhat,UCEGxBp7YUcLKdx1iJgX-fJQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
this subject is more conceptual than DA subject,HARSH RAJ,UC4M8DfL2oswmK6w7r3cbKbA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you Sir 🙌 🙌,Rahul Bhadoria,UCxTtY6ivmg1GeAG4G1LRgYw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks bro for so much content in ample of time,SUJAY,UCV_ED0LWYdT9JCO3RIpwKTA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Super fast learning ❤️,MUMBAI ka CHALLENGE,UCVlvbVTtmdGLZfaffB4GgGw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you ❤️,MUMBAI ka CHALLENGE,UCVlvbVTtmdGLZfaffB4GgGw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Amazing,MUMBAI ka CHALLENGE,UCVlvbVTtmdGLZfaffB4GgGw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Ap mere x ki new boyfriend jse dik hte ho . To pehle concentrate karne me in dik at hui .,som prakash Rao,UCrkhYLuQt4WjNHsAZ3xZMUQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Jo bat mere sir 45 minutes ke class me nah I samaj a sake wo ap ne bas minutes 1 0 me samaj a diya thanks Bhai lot 🥳🥳🥳 love you from Hyderabad,Ashish Singh,UCejvlAK1XFGMMVV99xTUl-A,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
sir decision node will become in square shape and leaf node in circle .,manishshorts,UC93fHfxslr6OBa48WcjQyHA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks,S,UCIIfULx2xJzaiS4UsYHC_Rw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
This is also helpful for CMA students also . As we have IT as our subject and dealing with science after being a commerce student is very dificult . But Cheers to you sir . 🍻,KA,UCmcuY5vVfsC0pDilIelwoJg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
What is decision tree with relearning of nodes ?,Adhithya Rajan,UCeYR_pTuDCYLOVY9V7CBYIw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Excellent explanation sir !,Gourav Ameta,UCqUhtz6Qe_x7uLQc9rLcYwA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Worst video I have ever seen,Jatin Prakash,UCSomLuGppnIk_hVwib6Vj-w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
you made it simplier great ! ! ! !,Shivam,UCyv4pTPI8zUGIgT-5GuOEkw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
45 min bad exam h sir,Rishab Malhotra,UCeCQm70fgeGAPPNd0K1CXCg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
machine learning ya data analysis ke notes hai to de dij I ye please,Vikash Singh,UCZ3u_2g0usOS3vEGpEerQ4Q,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
please add a video on decision tree with relearning of nodes,Adhithya Rajan,UCeYR_pTuDCYLOVY9V7CBYIw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
sir give us notes,MUKTA GAVLI,UCv9s-VYRtKM6L1kK-7MY5cw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
did not got what you said ?,Views ,UCw8NBttMl_szb2HForWMMmw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
thank you for making the Decision tree this easy to understand .,Waquar Hassan,UCDNpe8zrEU_Z-CaFnr2CALg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Video Starts at 0:50 sec . Thank you,Sumit Tanwar,UC6lHG6g6mCTDNoZWys0OV9A,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks bro !,Ravi Mishra,UCkPbi35_B4-k9k-lJZmT2aw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Just great 👍👍👍 thank you sir you explain all the ml topic very clearly . thank you sir .,@at channel,UC_QXfD0-RsnS4LrOHNOZv6A,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Nice explanation 👌,Rupali shirkande,UChe2f-yLiV-G8JvMMqqKOvQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Best Teaching ❤️,Researcher,UCTzN56bQMnWfAG9NAaf5Jog,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
why does the intro of the video sound like that of a food vlog er video ?,Soumya Sharma,UC8yZkXhTOj2eWrIgqiruFpw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Mechanical wale bande okay di mag me IT wala topic gh us gay a matlab Sir OP,Ricky,UCWvYPGs9EGHWXqO_LFeBopw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Waste of time .,Zakaullah Awan,UCyITmNuJ_4BQFPf0CRL_Kww,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
min 5 eng . Posting min 9 video,Rohit M,UCcA6M_4QOCS-y0-YxpZAZFA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
"start watching from 1:0, thanks me later",shiva kannojia,UCJ3ICrsc783lisvW5O1agOQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Splitting criteria pay video ban a o sir .,Ashish Tech,UCpYlj5x4-XJRDNij00Tdo1A,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
"Thank you so much , you did a great job , it is really helpful for me or other students , as well as teachers , ked dining",educationalhomes,UCkqc7yyFFxr8Uc9c_IeZ7gA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
LPC,mirza faizan,UCFU5dlQxnCWU4i3z94qRJnQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you,Omkar Ukirde,UCHSK8DJSO3m45bFrHGcjIBQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
thank you sir,Jaynti Tekam,UCnZxwblVesVfsDs9aiFURJQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks a lot sir 🙏🙏🙏,xyz,UCWdn4BHNYntm-dauFOyCXeQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you so much . Wishing best for your channel 😊,Radha Singh,UCkQR_mBHAs4sn6p78PL9ywg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Tomorrow is my exam and I am understanding this concepts at am 3 : 😄,Chetan Harod,UC4jUIGW4W8l4MXGQuC0RJjQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Too good sir 😉,Chetan Harod,UC4jUIGW4W8l4MXGQuC0RJjQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Really I am watching this video before exam hours 8 ago,Rashid Shaikh,UCOALrhCOk3U6f0_w1S7L2xw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you sir,Iman Shahzad,UCskeomBFie-vU5Q7KKvNo3w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
great explained sir,6065 Shivam Kendre,UCUQMwg2QqaDo1HSuI5Uq9Xw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
😃😃😃😃😃,harsh gupta,UCWtZPptPdsOvTUSxxURnbxg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Your great sir . .,prashant chaubey,UCE-FeKReSrzIz_B7hOChW1Q,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
min 9 or min 5 me different to he,3024_Ravi Chanchiya,UCWwMpAu8gtTLfJb0e0O0gQA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
always skip to 0:50 .,Roshan Bhattad,UCWZuRvuQjP5k57XqyTB1TwQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
thnk you sir for keeping the topic time consuming only chanel saving time and learning everything,Jenifer D'suza,UCrkY15prHFCah0CJXyMyPIg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Mast 👌 👌 👌,Varsha Kamble,UCp3QPUZ8TK09aWir9Q8s24w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Bhai be kar sem jaya he .,singh is king,UCuIKtdABM9vJZqAPNMM38Gg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Decision tree used in classification or in reg resi on . In classification it acts as a clas if I erc las I fier / model .,Ruchika Wadhwa,UChO9Ewbrslma8PAuuI7j8-w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
good one . really nice to see this video,Prakhar Singh Bhadoria,UCak_VHyBCQiEOYTm_5yGCIA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
"perfect ""**""",Sakshi Bhutada,UCQgVnGM31jIEovzaTtW1DAA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
thank you .,MOHAMMAD ANAS,UCmlm3m8x9avx0L_TfQYhYPw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Great 👍 👍 👍,Rupinder Kaur,UCAIv9qinOy8XpYJo6phJoLg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Really good sir 😊😊 hat's of sir 🥰,N K,UCzwI2-f3KaAq0AFnTiFKwKg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
This channel saved my LIFE .,gunjan.,UCs93jyinDXa-Jxv1V_Qxt9w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks,1021 CSE Hariom Kumar,UCCqBWJUJTDjACVGdMGrnvYw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Sir very good exp le nation thank you sir,Yash Sagar,UCJMdrODyg8BQiphONBVYS1A,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you so much sir,Shubham kokala,UChgNiBKrdwVyB74WCG418Dw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
If you will use mic it will be more good I think,Sai Smruti Sahu,UCdx6y8QOUpBuTJ1fuiYjsaA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Nice videos,Nikita Bankar,UC9ENkM3455howIPSB0Dg35Q,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Time waste,Arsh,UCVsHONILKG8gSkm13D_Smzw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you sir .,Vishal Jhaveri,UCKHDFEw-E7pafSJYTchWRFw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Best Explanation ever 👍❤,King Bond,UCSGqsNqAyZh2519XCGixR_Q,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Sir please upload proper written explanation for exams,Shreya Ralhan,UCN1awntW2EYnX4znqD0buCg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Sir Good explanation but you have not explained the most important thing that is how the decision tree is formed on the basis of the training data .,Dr. Sandeep Sunori,UCzKxhcLhTggwOFI-SA7Gszw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Life saver .,Shweta Gaur,UCnmoI4wXrwiSC71nmsR9HWA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Best explanation of decision tree,Kishan Bhise,UCHTWC5M4pSb9jJH2RBV002g,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
I liked a ❤️ lot,Mallanna Edits,UCAwTrAgWCnWM9oSpp-bWPvQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
thank you so much,Muhammad Waseem,UCBJ0sMmrUYNWynMVfj-yU8w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Helpful ! !,Garima Mishra,UCN4QPRNC4SKrOcyGHieNwpA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Aise lecture college me kyo nhi hote,Sagar Gavali,UC4QLSpFCOCSBorMNz_LQ3GQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Video starts at 0:51,Shreoshee,UCPYNB8Z5KqZL6QmwAFxWTIg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks,syed habeeb uddin,UCT99ayyWA5Pvs8CUjIw-SeQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Really awesome technique 👌 thanks sir,goldie,UCNYZ9HIP2jngQyGCepcokxw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
PERFECT BHAI ! ! 👏 👏 👏 👏 👏,Amit Chaudhary,UC5RKD-K5AmIC4Xgk_NkjNYw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Clearly Explained,fashion kushwaha,UC4SSI27bII5JKcMKbwEi_wg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you so much 👍,Shalini Garg,UCR6vJH0LRleQc7uNsw0eG2g,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Decision tree barabar 😂,Km Arya Singh,UCxV3dKhDXDhGRmXrwoYlGzA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
doing a great job thank . you for explaining in such a simple way god bless you,Vaibhav Jain,UCjEBResThOVJEkjC72P188Q,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Awesome explanation sir 😄😄,aadil khan,UC_J7o7ZApYIJ6vailEJ1UYQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Awesome,Siya,UC5xnJuXSiVSE2jmJXa_xbWA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Sir is I ko is tarah kais y kary gy ager Depth =2 and apply pre pruning decision tree,JUNAID IQBAL,UCMvZn8Z2zvvqmsWPjMxUWow,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Can anyone tell me how will Decision Tree will handle if data has both categorical and numerical variables ?,AKASH S,UCOWqt8cLC_IH60jzyQC998g,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
repeating too much,Asim Javed,UC2UK1GH2ftGGYy8SJybmroQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
short and crisp,aquib ansari,UCW-JdFW4WAhXJJHTWrBxx6w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
good,aquib ansari,UCW-JdFW4WAhXJJHTWrBxx6w,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Amazing Sir,Prakhar Verma,UCfzJXrK4FCUqE12Clsrvtig,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Nice,Harsh jaiswal,UC2Bl5krPpd8bfvwsUb9qx0Q,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Bhai ek suggestion hai ki Python me coding krk e bhi di khao and kindly each code ko bhi sam jhana ki kaise kam kra hai . Thank you,Subham Saha,UCkPaJExJiXHLPhu8RiicWhw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
"Sir , Really a great job , so helpful and full of knowledge . Sir kindly make another video on the Convolutional Neural network and Okay N if posible . Thanks",sifat ullah khan,UCVECZia5vdP29iD4WI_L_xg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
sir thoda deere deere pad ha lo,Aradhya Yadav,UCPL8FQ3Mn83QRC-mOCKOlGg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
❤️ ❤️ ❤️,FunFxt,UC4zBJbKAIrnQfNAJ4CurbbQ,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
in 9 min video 5 ad karna kiya cha hte ho ad dek he ya video,Engineer 2 Trader,UCuNuRbw02DZ2-bmBgzmyk2g,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
That was helpful ! ! ! !,Bhumika Singhal,UCNzMVk9M-O6Mk90MFK9YqIg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks for the video Sir,Ananya Thakur,UC97Nj3hpT_9vGHhaxNHx90Q,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thodi si Bhi mad at ? ! ! ! ! Bhai Apne exam Ka tension hi dur kardi ya 😆 Jo Apne ap me in bahut bad I mad at hai !,Kaushab Vithani,UCVQW49gv40SdUnzFF7hGj6A,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thank you sir . 👍,Rohit Chavan,UCDO_dyVF_S9jXE5O6exZ8Eg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Hi,Saad Alam,UC_fjEEExomd-gpDcUQ9jBWA,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Hi,VyPER,UCngZ--QWUuYPFrRyoNxq0Dw,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
this is quality education,Raghav Shukla,UCSq1z8J55GeH7CuiOCuMpMg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
any A KTU stud et here ! !,ASHIF KHAN,UC_nq0YIheyvsI4fVTuk-wWg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
Thanks from Lahore .,hafiz Muhammad Kamran Sabri,UCDB1fYfs1KnVXT0mcw0z87A,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
How we know which is suitable root node for our data set,Brahmananda Kabi,UC3MXOltA4t8VsvTbsec8jtg,Decision Tree Important Points ll Machine Learning ll DMW ll Data Analytics ll Explained in Hindi,https://www.youtube.com/watch?v=oeKBs41MkNo
